R_Abundance (%)	Reads	superfamily	phylum	class	order	family	genus	species
0.001	154	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium gaboni
0.002	356	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Ciborinia	Ciborinia camelliae
0.001	240	Eukaryota	-	Oomycetes	Albuginales	Albuginaceae	Albugo	Albugo laibachii
0.001	90	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia sp. 5_7_47FAA
0.001	248	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. 2_1_26
0.001	100	Eukaryota	Mucoromycota	-	Mucorales	Mucoraceae	Apophysomyces	Apophysomyces trapeziformis
0.001	116	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Hypocrella	Hypocrella siamensis
0.001	90	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Marssonina	Marssonina brunnea
0.001	108	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces arboricola
0.001	100	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium biforme
0.001	120	Eukaryota	Mucoromycota	-	Mucorales	Mucoraceae	Mucor	Mucor velutinosus
0.005	836	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor indicus
0.001	250	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium lablabi
0.001	162	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Rugamonas	Rugamonas rubra
0.001	86	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax radicis
0.002	260	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Cryphonectriaceae	Chrysoporthe	Chrysoporthe deuterocubensis
0.001	112	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium cochliodes
0.001	198	Eukaryota	Mucoromycota	-	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus delemar
0.001	172	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Tardiphaga	Tardiphaga robiniae
0.002	254	Eukaryota	-	-	-	-	Blastocystis	Blastocystis sp. subtype 1
0.001	88	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Diplocarpon	Diplocarpon rosae
0.001	86	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas kuykendallii
0.001	148	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Periglandula	Periglandula ipomoeae
0.001	216	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium subglaciale
0.03	5100	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus luchuensis
0.001	100	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	-	Tepidimonas	Tepidimonas fonticaldi
0.001	142	Eukaryota	Ascomycota	-	-	-	Taxomyces	Taxomyces andreanae
0.002	340	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora	Torulaspora microellipsoides
0.002	262	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium arbusti
0.001	126	Eukaryota	-	-	Tritrichomonadida	Tritrichomonadidae	Tritrichomonas	Tritrichomonas foetus
0.001	234	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	-	Ustilaginoidea	Ustilaginoidea virens
0.001	110	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia yuzhufengensis
0.001	136	Eukaryota	Chromerida	-	-	-	Vitrella	Vitrella brassicaformis
0.001	132	Eukaryota	-	Spirotrichea	Sporadotrichida	Oxytrichidae	Oxytricha	Oxytricha trifallax
0.001	130	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum sublineola
0.001	170	Eukaryota	Microsporidia	-	-	Dubosqiidae	Hamiltosporidium	Hamiltosporidium tvaerminnensis
0.001	96	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium aquae
0.002	380	Eukaryota	-	Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodinium	Symbiodinium minutum
0.001	128	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Gondwanamycetaceae	Knoxdaviesia	Knoxdaviesia proteae
0.001	122	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thermotolerans
0.001	94	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Grammothele	Grammothele lineata
0.024	4106	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	-	Starmerella	Starmerella bacillaris
0.003	582	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:715
0.001	98	Bacteria	Firmicutes	-	-	-	-	Firmicutes bacterium CAG:94
0.001	108	Bacteria	Firmicutes	-	-	-	-	Firmicutes bacterium CAG:822
0.003	484	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	Pyrenochaeta sp. UM 256
0.001	86	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces polynesiensis
0.002	330	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps polyrhachis-furcata
0.003	434	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygosaccharomyces	Zygosaccharomyces parabailii
0.001	206	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Xuhuaishuia	Xuhuaishuia manganoxidans
0.002	330	Eukaryota	Ascomycota	Leotiomycetes	-	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus sp. VKM F-4520 (FW-2644)
0.006	1082	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium erythrophlei
0.009000000000000001	1548	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces atroroseus
0.001	108	Eukaryota	-	-	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina sp. CCMP291
0.001	184	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium neotropicale
0.006999999999999999	1144	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudoruegeria	Pseudoruegeria sabulilitoris
0.001	150	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium valentinum
0.001	112	Eukaryota	Ascomycota	Leotiomycetes	-	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus sp. 23342-1-I1
0.001	144	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	-	Ideonella	Ideonella sakaiensis
0.006999999999999999	1108	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium malmesburyense
0.001	164	Eukaryota	-	Labyrinthulomycetes	-	Thraustochytriaceae	Schizochytrium	Schizochytrium sp. CCTCC M209059
0.003	484	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	[Propionibacterium] namnetense
0.001	170	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Ceratocystidaceae	Thielaviopsis	Thielaviopsis musarum
0.07700000000000001	12988	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas cerasi
0.001	106	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium pininemorale
0.001	88	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus varani
0.003	494	Eukaryota	-	Spirotrichea	Stichotrichida	Amphisiellidae	Paraurostyla	Paraurostyla sp. PUJRC_G6
0.001	198	Eukaryota	-	Spirotrichea	Sporadotrichida	Oxytrichidae	Laurentiella	Laurentiella sp. PUJRC_G5
0.001	226	Eukaryota	-	-	Kinetoplastida	Trypanosomatidae	Lotmaria	Lotmaria passim
0.001	152	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter terrenus
0.001	100	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Blastomyces	Blastomyces percursus
0.001	86	Eukaryota	-	-	-	-	-	Rhizaria sp. SCN 62-66
0.001	192	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sp. Z5
0.001	204	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. C1
0.003	558	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia sp. BSL10
0.002	308	Eukaryota	-	-	-	-	-	Stramenopiles sp. TOSAG41-1
0.001	98	Eukaryota	-	Labyrinthulomycetes	-	Thraustochytriaceae	Aurantiochytrium	Aurantiochytrium sp. T66
0.002	256	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Scheffersomyces	Scheffersomyces sp. UFMG-CM-Y427
0.006999999999999999	1192	Eukaryota	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Neocallimastix	Neocallimastix californiae
0.001	150	Eukaryota	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Piromyces	Piromyces finnis
0.002	418	Eukaryota	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Anaeromyces	Anaeromyces robustus
0.002	294	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia sp.
0.272	45948	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium sp. FSWF8-4
0.005	878	Eukaryota	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Pecoramyces	Pecoramyces ruminatium
0.001	104	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. BN5
